,Country Code,Country Code (Metadata - Countries),Country Name,Income Group,Income Group (group),Region,SpecialNotes,TableName,Year,CO2 (kt),CO2 Per Capita (metric tons),Oil - Crude prices since 1861
7671,LKA,LKA,Sri Lanka,Lower middle income,Lower middle income & Upper middle income,South Asia,The Sri Lankan government has changed methodology and revised the production side of national accounts from 2010 to 2014. The new base year is 2010.,Sri Lanka,1995,5903.87,0.325533194,17.01667969
7672,CMR,CMR,Cameroon,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,,Cameroon,1995,4363.73,0.313270864,17.01667969
7673,SEN,SEN,Senegal,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,,Senegal,1995,3494.651,0.401188486,17.01667969
7674,COG,COG,"Congo, Rep.",Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"April 2013 database update: Based on IMF data, national accounts data were revised for 1990 onward; the base year changed to 1990.","Congo, Rep.",1995,1565.809,0.575394934,17.01667969
7675,NGA,NGA,Nigeria,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Based on official government statistics released 6 April, 2014, national accounts data have been revised from 2010 onward; the new base year is 2010. The new GDP data are 60 to 75 percent higher than previously reported and incorporate improved data sources and methodology. Nigeria reports using SNA 2008.",Nigeria,1995,34917.174,0.322040409,17.01667969
7676,MRT,MRT,Mauritania,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Based on official statistics from the Ministry of Economic Affairs and Development; the base year has been returned to 2004.,Mauritania,1995,2966.603,1.271056648,17.01667969
7677,CPV,CPV,Cabo Verde,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Cabo Verde is the new name for the country previously listed as Cape Verde. Based on official government statistics and IMF data, national accounts data have been revised from 1990 onward; the new base year is 2007.",Cabo Verde,1995,113.677,0.292111647,17.01667969
7678,SDN,SDN,Sudan,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Demographic data (total population, life expectancy, fertility, child mortality, migration), education series, and HIV prevalence are reported separately for Sudan and South Sudan; see specific notes for other series. National accounts data exclude South Sudan after July 9, 2011. Other data reported for Sudan generally include South Sudan to 2011 unless otherwise noted. External debt data and land-related data (including population density, but excluding surface area after 2010) for all years include South Sudan.",Sudan,1995,4602.085,0.152666264,17.01667969
7679,KEN,KEN,Kenya,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Fiscal year end: June 30; reporting period for national accounts data: CY. Based on official government statistics; the new base year is 2009.,Kenya,1995,7554.02,0.275965745,17.01667969
7680,LSO,LSO,Lesotho,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Fiscal year end: March 31; reporting period for national accounts data: CY.,Lesotho,1995,,,17.01667969
7681,SWZ,SWZ,Swaziland,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on data from the Central Statistics Office of Swaziland and the IMF, the new base year is 2011.",Swaziland,1995,454.708,0.471968845,17.01667969
7682,GHA,GHA,Ghana,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"In 2010, the Ghana Statistical Service revised the base year for Ghana's national accounts series from 1993 to 2006. The new GDP data were about 60 percent higher than previously reported and incorporated improved data sources and methodology.",Ghana,1995,5427.16,0.323797083,17.01667969
7683,STP,STP,Sao Tome and Principe,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,The base year has changed to 2001.,São Tomé and Principe,1995,47.671,0.379262336,17.01667969
7684,CIV,CIV,Cote d'Ivoire,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,The new base year is 2009.,Côte d'Ivoire,1995,7132.315,0.49515042,17.01667969
7685,ZMB,ZMB,Zambia,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"The new base year is 2010. National accounts data were rebased to reflect the January 1, 2013, introduction of the new Zambian kwacha at a rate of 1,000 old kwacha = 1 new kwacha. Zambia reports using SNA 2008.",Zambia,1995,2170.864,0.234598548,17.01667969
7686,ASM,ASM,American Samoa,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,,American Samoa,1995,,,17.01667969
7687,TON,TON,Tonga,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"2013 national accounts estimates are based on IMF reports. Fiscal year ends on June 30; reporting period for national accounts data: FY. April 2013 database update: Based on data from the National Bureau of Statistics, national accounts data were revised; the base year changed to 2010/11.",Tonga,1995,95.342,0.994295487,17.01667969
7688,TUV,TUV,Tuvalu,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,2013 national accounts estimates are based on IMF reports. Value added is measured at producer prices up to 1999 and at basic prices from 2000 onward.,Tuvalu,1995,,,17.01667969
7689,FJI,FJI,Fiji,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Based on data from the Bureau of Statistics, national accounts data on the expenditure side have been revised from 2005 onward; the new base year is 2005.",Fiji,1995,869.079,1.120672136,17.01667969
7690,MYS,MYS,Malaysia,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Based on data from the Malaysian Department of Statistics and Bank Negara Malaysia, the new base year is 2010.",Malaysia,1995,121132.011,5.844623648,17.01667969
7691,MNG,MNG,Mongolia,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Based on data revised by the National Statistics Office of Mongolia, the new base year is 2010.",Mongolia,1995,7924.387,3.448327225,17.01667969
7692,THA,THA,Thailand,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Fiscal year end: September 30; reporting period for national accounts data: CY. Based on data from the Bank of Thailand and the National Economics and Social Development Board (NESDB), the new base year is 2002.",Thailand,1995,167585.567,2.827680548,17.01667969
7693,MHL,MHL,Marshall Islands,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,Fiscal year ends on September 30; reporting period for national accounts data: FY.,Marshall Islands,1995,66.006,1.29372795,17.01667969
7694,PLW,PLW,Palau,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,Fiscal year ends on September 30; reporting period for national accounts data: FY. National accounts data are revised based on IMF reports.,Palau,1995,113.677,6.588061431,17.01667969
7695,CHN,CHN,China,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. Based on data from the National Bureau of Statistics, the methodology for national accounts exports and imports of goods and services in constant prices have been revised from 2000 onward.",China,1995,3320285.15,2.755754966,17.01667969
7696,ALB,ALB,Albania,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Albania,1995,2086.523,0.654537133,17.01667969
7697,BLR,BLR,Belarus,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Belarus,1995,62118.98,6.093680596,17.01667969
7698,TUR,TUR,Turkey,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Turkey,1995,171974.966,2.938621811,17.01667969
7699,AZE,AZE,Azerbaijan,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,April 2012 database update: National accounts historical expenditure series in constant prices were revised in line with State Statistical Committee data that were not previously available.,Azerbaijan,1995,33479.71,4.356500976,17.01667969
7700,ROU,ROU,Romania,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Based on data from EUROSTAT, the Romanian National Institute of Statistics, the National Bank of Romania, and World Bank estimates, the new base year is 2005.",Romania,1995,127101.887,5.603084737,17.01667969
7701,BIH,BIH,Bosnia and Herzegovina,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,Based on official government statistics for chain linked series; the new reference year is 2010.,Bosnia and Herzegovina,1995,3428.645,0.883835858,17.01667969
7702,MKD,MKD,"Macedonia, FYR",Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Based on revisions by the Macedonia State Statistics Office, the new base year is 2005.","Macedonia, FYR",1995,10839.652,5.54871147,17.01667969
7703,MNE,MNE,Montenegro,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro,1995,,,17.01667969
7704,SRB,SRB,Serbia,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised. The new reference year for chain linked series is 2010.",Serbia,1995,,,17.01667969
7705,TKM,TKM,Turkmenistan,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"On January 1, 2009, the Turkmen manat was redenominated (1 new manat = 5,000 old manats).",Turkmenistan,1995,34620.147,8.266491006,17.01667969
7706,KAZ,KAZ,Kazakhstan,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,The new reference year for chain linked series is 2005.,Kazakhstan,1995,166731.156,10.54217873,17.01667969
7707,BGR,BGR,Bulgaria,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,The new reference year for chain linked series is 2010. April 2011 database update: The National Statistical Office revised national accounts data from 1995 onward. GDP in current prices were about 4 percent higher than previous estimates.,Bulgaria,1995,58004.606,6.900326395,17.01667969
7708,BLZ,BLZ,Belize,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Belize,1995,377.701,1.824977532,17.01667969
7709,COL,COL,Colombia,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Colombia,1995,59614.419,1.592181263,17.01667969
7710,CRI,CRI,Costa Rica,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Costa Rica,1995,4866.109,1.385990587,17.01667969
7711,SUR,SUR,Suriname,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Suriname,1995,2181.865,4.893939394,17.01667969
7712,DMA,DMA,Dominica,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",Dominica,1995,80.674,1.130410414,17.01667969
7713,GRD,GRD,Grenada,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",Grenada,1995,154.014,1.536253279,17.01667969
7714,LCA,LCA,St. Lucia,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",St. Lucia,1995,311.695,2.119797334,17.01667969
7715,VCT,VCT,St. Vincent and the Grenadines,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",St. Vincent and the Grenadines,1995,128.345,1.187038716,17.01667969
7716,JAM,JAM,Jamaica,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2013 database update: Based on official government statistics, national accounts data were revised for 2002 onward; the base year changed to 2007.",Jamaica,1995,9702.882,3.912452419,17.01667969
7717,DOM,DOM,Dominican Republic,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"Based on data from the Central Bank of Dominican Republic, the new base year is 2007.",Dominican Republic,1995,15885.444,2.012746914,17.01667969
7718,BRA,BRA,Brazil,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"Based on official government statistics, the new reference year is 2000.",Brazil,1995,258347.484,1.587339242,17.01667969
7719,CUB,CUB,Cuba,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"Based on official government statistics, the new reference year is 2005.",Cuba,1995,25709.337,2.357346768,17.01667969
7720,PRY,PRY,Paraguay,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"National accounts data have been revised from 1960 onward. The methodology and base year have not changed but the output of two hydroelectric plants (shared with neighboring countries) has been added raising GDP from previous estimates. On the supply side, it was added in ""gas, electricity and water."" On the demand side changes were mainly to exports, but also for imports, investment and consumption. National accounts price valuations for 1991 to 2012 have also been corrected and changed from VAP to VAB.",Paraguay,1995,3964.027,0.832629573,17.01667969
7721,ECU,ECU,Ecuador,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,National accounts have been revised from 1965 onward based on official government data; the new base year is 2007. The large upward changes are due to an improved calculation method for nominal GDP.,Ecuador,1995,22812.407,1.993991124,17.01667969
7722,PAN,PAN,Panama,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,The new base year is 2007.,Panama,1995,2984.938,1.09013942,17.01667969
7723,PER,PER,Peru,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,The new base year is 2007.,Peru,1995,23883.171,0.993527537,17.01667969
7724,MEX,MEX,Mexico,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,The new base year is 2008.,Mexico,1995,328291.842,3.476675418,17.01667969
7725,DZA,DZA,Algeria,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,,Algeria,1995,95345.667,3.298667223,17.01667969
7726,JOR,JOR,Jordan,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,,Jordan,1995,13556.899,3.231680334,17.01667969
7727,LBN,LBN,Lebanon,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,,Lebanon,1995,13626.572,4.492168869,17.01667969
7728,TUN,TUN,Tunisia,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,"Based on data from Tunisia’s Ministry of Development and International Cooperation, Central Bank, and National Institute of Statistics, the new reference year is 2010.",Tunisia,1995,15735.097,1.756639352,17.01667969
7729,IRQ,IRQ,Iraq,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,"Based on official government statistics, the new base year is 2007.",Iraq,1995,77901.748,3.853134662,17.01667969
7730,IRN,IRN,"Iran, Islamic Rep.",Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,"Fiscal year end: March 20; reporting period for national accounts data: FY. Based on data from the Central Bank of Iran, the new base year is 2004/05.","Iran, Islamic Rep.",1995,273528.864,4.534732552,17.01667969
7731,LBY,LBY,Libya,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,Official statistics for Libya are not available; national accounts data are based on World Bank estimates. The new base year is 2003.,Libya,1995,46020.85,9.433977929,17.01667969
7732,MDV,MDV,Maldives,Upper middle income,Lower middle income & Upper middle income,South Asia,April 2012 database update: The Department of National Planning revised national accounts data for 2000 onward; the base year changed to 2003.,Maldives,1995,275.025,1.078529412,17.01667969
7733,MUS,MUS,Mauritius,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,,Mauritius,1995,1829.833,1.630203206,17.01667969
7734,AGO,AGO,Angola,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"April 2013 database update: Based on IMF data, national accounts data were revised for 2000 onward; the base year changed to 2002.",Angola,1995,11012.001,0.844305988,17.01667969
7735,GAB,GAB,Gabon,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Based on IMF data and official government statistics; the new base year is 2001.,Gabon,1995,3857.684,3.550727186,17.01667969
7736,NAM,NAM,Namibia,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on official government statistics, national accounts data have been revised from 1980 onward; the new base year is 2010.",Namibia,1995,1631.815,0.98645943,17.01667969
7737,BWA,BWA,Botswana,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on official government statistics, national accounts data have been revised from 2006 onward; the new base year is 2006. Data before 2006 were reported on a fiscal year basis.",Botswana,1995,3523.987,2.235619565,17.01667969
7738,ZAF,ZAF,South Africa,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2010. South Africa reports using SNA 2008.,South Africa,1995,353458.463,9.035236784,17.01667969
7739,SAS,SAS,South Asia,,,,South Asia regional aggregate. There are no economies in South Asia classified as high income.,South Asia,1996,1132072.573,0.881353901,20.66848837
7740,BRN,BRN,Brunei Darussalam,High income: nonOECD,High income: nonOECD,East Asia & Pacific,,Brunei Darussalam,1996,5170.47,17.095345,20.66848837
7741,GUM,GUM,Guam,High income: nonOECD,High income: nonOECD,East Asia & Pacific,,Guam,1996,,,20.66848837
7742,MNP,MNP,Northern Mariana Islands,High income: nonOECD,High income: nonOECD,East Asia & Pacific,,Northern Mariana Islands,1996,,,20.66848837
7743,NCL,NCL,New Caledonia,High income: nonOECD,High income: nonOECD,East Asia & Pacific,,New Caledonia,1996,1763.827,8.927876536,20.66848837
7744,PYF,PYF,French Polynesia,High income: nonOECD,High income: nonOECD,East Asia & Pacific,,French Polynesia,1996,579.386,2.642195894,20.66848837
7745,SGP,SGP,Singapore,High income: nonOECD,High income: nonOECD,East Asia & Pacific,Fiscal year end: March 31; reporting period for national accounts data: CY. Country reports using a blend of SNA 1993 and SNA 2008. April 2012 database update: National accounts time series were replaced with official government statistics.,Singapore,1996,55305.694,15.0667812,20.66848837
7746,HKG,HKG,"Hong Kong SAR, China",High income: nonOECD,High income: nonOECD,East Asia & Pacific,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. Agriculture value added includes mining and quarrying.","Hong Kong SAR, China",1996,29365.336,4.563023231,20.66848837
7747,MAC,MAC,"Macao SAR, China",High income: nonOECD,High income: nonOECD,East Asia & Pacific,"On 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.","Macao SAR, China",1996,1415.462,3.492975611,20.66848837
7748,CHI,CHI,Channel Islands,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Channel Islands,1996,,,20.66848837
7749,FRO,FRO,Faroe Islands,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Faroe Islands,1996,608.722,13.80916948,20.66848837
7750,GRL,GRL,Greenland,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Greenland,1996,517.047,9.249499106,20.66848837
7751,IMN,IMN,Isle of Man,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Isle of Man,1996,,,20.66848837
7752,LIE,LIE,Liechtenstein,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Liechtenstein,1996,,,20.66848837
7753,MCO,MCO,Monaco,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Monaco,1996,,,20.66848837
7754,RUS,RUS,Russian Federation,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Russian Federation,1996,1615804.878,10.90580737,20.66848837
7755,SMR,SMR,San Marino,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,San Marino,1996,,,20.66848837
7756,CYP,CYP,Cyprus,High income: nonOECD,High income: nonOECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Cyprus,1996,5764.524,6.601260126,20.66848837
7757,LVA,LVA,Latvia,High income: nonOECD,High income: nonOECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2014: 1 euro = 0.702804 Latvian lats. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",Latvia,1996,9493.863,3.863657008,20.66848837
7758,LTU,LTU,Lithuania,High income: nonOECD,High income: nonOECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2015: 1 euro = 3.45280 Lithuanian litas. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",Lithuania,1996,15731.43,4.367884612,20.66848837
7759,AND,AND,Andorra,High income: nonOECD,High income: nonOECD,Europe & Central Asia,The base year has changed to 2000. Price valuation is in basic prices.,Andorra,1996,425.372,6.616353766,20.66848837
7760,HRV,HRV,Croatia,High income: nonOECD,High income: nonOECD,Europe & Central Asia,"The new reference year for chain linked series is 2010. April 2013 database update: Based on official government statistics, the base year for constant price series changed to 2005.",Croatia,1996,18518.35,4.120683133,20.66848837
7761,BHS,BHS,"Bahamas, The",High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,"Bahamas, The",1996,1668.485,5.879253115,20.66848837
7762,BRB,BRB,Barbados,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Barbados,1996,850.744,3.199007295,20.66848837
7763,CUW,CUW,Curacao,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Curaçao,1996,,,20.66848837
7764,CYM,CYM,Cayman Islands,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Cayman Islands,1996,388.702,11.59093484,20.66848837
7765,MAF,MAF,St. Martin (French part),High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,St. Martin (French part),1996,,,20.66848837
7766,SXM,SXM,Sint Maarten (Dutch part),High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Sint Maarten (Dutch part),1996,,,20.66848837
7767,TCA,TCA,Turks and Caicos Islands,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Turks and Caicos Islands,1996,11.001,0.688983529,20.66848837
7768,TTO,TTO,Trinidad and Tobago,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Trinidad and Tobago,1996,21781.98,17.30974717,20.66848837
7769,VEN,VEN,"Venezuela, RB",High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,"Venezuela, RB",1996,122804.163,5.422005984,20.66848837
7770,VIR,VIR,Virgin Islands (U.S.),High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Virgin Islands (U.S.),1996,,,20.66848837
7771,ATG,ATG,Antigua and Barbuda,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",Antigua and Barbuda,1996,322.696,4.593864332,20.66848837
7772,KNA,KNA,St. Kitts and Nevis,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",St. Kitts and Nevis,1996,102.676,2.366297158,20.66848837
7773,PRI,PRI,Puerto Rico,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,"Fiscal year end: June 30; reporting period for national accounts data: FY. April 2012 database update: Based on data from the Instituto de Estadísticas de Puerto Rico, national accounts data were revised for 2001 onward.",Puerto Rico,1996,,,20.66848837
7774,URY,URY,Uruguay,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,"In 2011, the Central Bank revised national accounts data for 2006 onward.",Uruguay,1996,5441.828,1.675419538,20.66848837
7775,ABW,ABW,Aruba,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.,Aruba,1996,1800.497,21.64188954,20.66848837
7776,ARG,ARG,Argentina,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,The base year has changed to 2004.,Argentina,1996,129217.746,3.648190358,20.66848837
7777,MLT,MLT,Malta,High income: nonOECD,High income: nonOECD,Middle East & North Africa,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.4293 Maltese lira. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Malta,1996,2247.871,6.031525114,20.66848837
7778,ARE,ARE,United Arab Emirates,High income: nonOECD,High income: nonOECD,Middle East & North Africa,"April 2013 database update: Based on data from the National Bureau of Statistics, national accounts data were revised for 2001 onward; the base year changed to 2007.",United Arab Emirates,1996,41059.399,16.63855671,20.66848837
7779,QAT,QAT,Qatar,High income: nonOECD,High income: nonOECD,Middle East & North Africa,"Based on data from the Qatar Ministry of Development Planning and Statistics and the Qatar Central Bank, the new base year is 2013.",Qatar,1996,31825.893,62.17646289,20.66848837
7780,SAU,SAU,Saudi Arabia,High income: nonOECD,High income: nonOECD,Middle East & North Africa,"Based on data from the Saudi Central Department of Statistics and Information under the authority of the Ministry of Economy and Planning, the new base year is 2010.",Saudi Arabia,1996,258750.854,13.38506499,20.66848837
7781,BHR,BHR,Bahrain,High income: nonOECD,High income: nonOECD,Middle East & North Africa,Based on official government statistics; the new base year is 2010.,Bahrain,1996,15621.42,26.94021781,20.66848837
7782,OMN,OMN,Oman,High income: nonOECD,High income: nonOECD,Middle East & North Africa,Based on official government statistics; the new base year is 2010.,Oman,1996,15104.373,6.804482721,20.66848837
7783,KWT,KWT,Kuwait,High income: nonOECD,High income: nonOECD,Middle East & North Africa,Fiscal year end: June 30; reporting period for national accounts data: CY. Based on official government statistics; the new base year is 2010.,Kuwait,1996,50153.559,30.62053561,20.66848837
7784,BMU,BMU,Bermuda,High income: nonOECD,High income: nonOECD,North America,,Bermuda,1996,476.71,7.928121206,20.66848837
7785,SYC,SYC,Seychelles,High income: nonOECD,High income: nonOECD,Sub-Saharan Africa,"April 2013 database update: Based on official government statistics, national accounts data were revised for 1976 onward; the base year changed to 2006.",Seychelles,1996,194.351,2.54329534,20.66848837
7786,GNQ,GNQ,Equatorial Guinea,High income: nonOECD,High income: nonOECD,Sub-Saharan Africa,National accounts have been revised from 1980 onward based on IMF data and official government statistics; the new base year is 2006.,Equatorial Guinea,1996,117.344,0.252981606,20.66848837
7787,AUS,AUS,Australia,High income: OECD,High income: OECD,East Asia & Pacific,Fiscal year end: June 30; reporting period for national accounts data: FY. Value added current series updated by the Australian Bureau of Statistics; data revised from 1990 onward; Australia reports using SNA 2008.,Australia,1996,302241.474,16.5060059,20.66848837
7788,JPN,JPN,Japan,High income: OECD,High income: OECD,East Asia & Pacific,Fiscal year end: March 31; reporting period for national accounts data: CY.,Japan,1996,1205408.906,9.585223137,20.66848837
7789,NZL,NZL,New Zealand,High income: OECD,High income: OECD,East Asia & Pacific,Fiscal year end: March 31; reporting period for national accounts data: CY.,New Zealand,1996,28767.615,7.708364148,20.66848837
7790,KOR,KOR,"Korea, Rep.",High income: OECD,High income: OECD,East Asia & Pacific,The new base year is 2010. GDP data are available from 1970 onward while components are revised from 2000 onward only. Historical data in constant prices are linked to preserve growth rates.,"Korea, Rep.",1996,403780.704,8.869490025,20.66848837
7791,CHE,CHE,Switzerland,High income: OECD,High income: OECD,Europe & Central Asia,,Switzerland,1996,39885.959,5.640102519,20.66848837
7792,CZE,CZE,Czech Republic,High income: OECD,High income: OECD,Europe & Central Asia,,Czech Republic,1996,125470.072,12.16356186,20.66848837
7793,DNK,DNK,Denmark,High income: OECD,High income: OECD,Europe & Central Asia,,Denmark,1996,72181.228,13.71465193,20.66848837
7794,GBR,GBR,United Kingdom,High income: OECD,High income: OECD,Europe & Central Asia,,United Kingdom,1996,551124.431,9.474872432,20.66848837
7795,ISL,ISL,Iceland,High income: OECD,High income: OECD,Europe & Central Asia,,Iceland,1996,2211.201,8.222645733,20.66848837
7796,NOR,NOR,Norway,High income: OECD,High income: OECD,Europe & Central Asia,,Norway,1996,31330.848,7.150980432,20.66848837
7797,POL,POL,Poland,High income: OECD,High income: OECD,Europe & Central Asia,,Poland,1996,355743.004,9.210325088,20.66848837
